grad_# in Cohort,grad_% Dropped Out,grad_% Graduated,grad_% H.S. Equiv.,grad_% Non-Grad Completers,grad_% Permanently Excluded,grad_% Still in School,District Code,Year,sal_Average Salary,sal_FTE Count,sal_Salary Totals,mcas_MCAS_Avg. Scaled Score_ELA,mcas_MCAS_Avg. Scaled Score_MATH,mcas_MCAS_Avg. Scaled Score_SCI,mcas_MCAS_SGP_ELA,mcas_MCAS_SGP_MATH,expend_In-District Expenditures,expend_In-District Expenditures per Pupil,expend_Total Expenditures,expend_Total Expenditures per Pupil,expend_Total In-district FTEs,expend_Total Pupil FTEs,age_26-32 yrs (%),age_33-40 yrs (%),age_41-48 yrs (%),age_49-56 yrs (%),age_57-64 yrs (%),age_<26 yrs (% ),age_Over 64 yrs (%),prog_Career Technical Education (%),prog_English Learners (%),prog_General Education (%),prog_Special Education (%),demo_American Indian or Alaska Native,demo_Asian,demo_Black or African American,demo_Female,demo_Hispanic or Latino,demo_Male,"demo_Multi-Race, Not Hispanic or Latino",demo_Native Hawaiian or Other Pacific Islander,demo_Nonbinary,demo_White,sat_Math,sat_Reading,sat_Tests Taken,District Name
163,3.1,93.9,0.6,0,0,2.5,07100000,2019,"$82,101 ",161.1,"$13,226,391 ",503.2,500.4,501.9,45,41.9,"$35,593,327.18 ","$15,552.45 ","$40,183,301.18 ","$16,782.20 ","2,288.60","2,394.40",12.9,25.3,28.5,15.7,12.5,3.1,2,0,1.2,86.6,12.1,0.1,2.2,0.5,49.9,4.3,50.1,2.4,0,,90.5,558,,199,Mendon-Upton
542,3.9,88.4,0.7,3.9,0,3.1,01810000,2019,"$76,999 ",494.3,"$38,060,371 ",497.2,495.4,491.6,47.7,47.7,"$90,399,909.48 ","$12,906.71 ","$106,243,270.84 ","$14,459.98 ","7,004.10","7,347.40",16.4,23.6,24.6,19.1,9.5,5.7,1,0,3.3,82.7,14,0.1,3.9,2,47.7,41.3,52.3,4.7,0.1,,47.9,512,,428,Methuen
197,6.1,88.8,0.5,0,1,3.6,01820000,2019,"$75,625 ",222,"$16,788,725 ",499.2,499.2,500.1,50,44.9,"$43,776,662.93 ","$14,705.45 ","$47,366,527.93 ","$15,162.63 ","2,976.90","3,123.90",19.7,18.4,16.5,25.4,14.8,3.8,1.4,0,0,84.7,15.3,0.9,1.1,2.5,48.5,3.1,51.5,3.8,0,,88.6,531,,171,Middleborough
288,8.7,86.5,0.3,0.3,0,4.2,01850000,2019,"$83,592 ",335.1,"$28,011,729 ",500.1,495,500.4,52,47.3,"$62,901,730.65 ","$14,708.35 ","$69,723,191.52 ","$15,279.12 ","4,276.60","4,563.30",16.8,26.6,18.9,19.4,10.6,6.9,0.7,3.2,7.2,74.4,15.2,1.5,2.1,2.9,47.7,28.4,52.3,3.5,0,,61.4,543,,260,Milford
108,2.8,94.4,0,0,0,2.8,01860000,2019,"$78,593 ",134.7,"$10,586,518 ",497.2,495.4,499.6,43.3,47.2,"$27,238,407.00 ","$16,176.75 ","$30,017,378.00 ","$16,982.96 ","1,683.80","1,767.50",20.4,32.2,17.3,13,8.8,6.8,1.6,0,2.3,96.5,1.2,0,3.4,2.8,50.1,7.4,49.9,5,0.1,,81.2,550,,91,Millbury
95,0,98.9,0,0,0,1.1,01870000,2019,"$88,313 ",96.6,"$8,530,998 ",506.2,505.9,503.7,53.2,55.6,"$19,789,819.21 ","$16,191.96 ","$21,454,908.82 ","$16,702.93 ","1,222.20","1,284.50",7.8,33.2,34.2,17.1,5.1,0,2.6,0,0,89.1,10.9,0.2,2.2,1.1,50.2,7.9,49.8,3.8,0.1,,84.6,540,,129,Millis
248,0.8,96,0,0,0,3.2,01890000,2019,"$82,283 ",310,"$25,507,618 ",511.1,509,508.8,55.6,51.3,"$62,097,614.72 ","$14,506.42 ","$69,080,912.48 ","$15,784.87 ","4,280.70","4,376.40",22.7,22.3,28.4,12.5,9.7,3,1.3,0,0.2,83.6,16.2,0.1,7.2,14.2,49.8,4.4,50.1,4.6,0.1,,69.4,592,,363,Milton
125,0.8,90.4,0,0,0,8.8,08300000,2019,"$106,269 ",74.8,"$7,948,911 ",,,,,,"$20,195,145.00 ","$38,889.17 ","$20,244,380.00 ","$38,560.72 ",519.3,525,9.2,24.5,21.4,16.6,23.8,2.2,2.2,49.6,1.4,37.5,11.5,0.2,5.4,3.3,36.1,7.2,63.5,4.7,0,,79.2,537,,84,Minuteman Regional Vocational Technical
68,4.4,85.3,2.9,1.5,0,5.9,07170000,2019,"$68,471 ",86.9,"$5,950,137 ",500.1,494.7,497.1,49.1,47.6,"$18,973,412.00 ","$21,095.63 ","$21,897,541.00 ","$19,809.61 ",899.4,"1,105.40",17.1,20.2,26.4,15.9,15.9,3.4,1.2,0,0.8,99.2,0,0.1,0.4,0.4,50.6,4.5,49.3,2.9,0.1,,91.5,512,,48,Mohawk Trail
118,3.4,90.7,0.8,0,0.8,4.2,07120000,2019,"$75,719 ",177.3,"$13,425,043 ",504,500.7,505.6,53.7,54.2,"$36,092,035.19 ","$19,108.45 ","$39,585,688.39 ","$18,340.29 ","1,888.80","2,158.40",10.4,21.8,19.8,26.5,15.5,5.1,1,0,1.6,91.7,6.8,0.6,1.4,6.6,49.2,7.2,50.8,5.6,0.2,,78.4,563,,150,Monomoy Regional School District
71,2.8,94.4,0,0,0,2.8,01910000,2019,"$64,745 ",81.9,"$5,302,584 ",503.4,496,498.3,47.4,44.8,"$15,635,679.00 ","$17,212.33 ","$17,596,468.00 ","$17,372.36 ",908.4,"1,012.90",20.2,17.9,24.8,11.6,19.7,2.9,2.9,0,0.6,88.6,10.8,0.1,1.1,0.9,50.7,3.7,49.3,2.2,0.5,,91.5,549,,35,Monson
322,0.9,97.2,0.3,0,0,1.6,08320000,2019,"$81,084 ",117.5,"$9,527,372 ",,,,,,"$28,959,994.18 ","$20,473.66 ","$29,260,556.18 ","$20,014.06 ","1,414.50","1,462.00",11.5,24.3,27,15.9,15.9,3.5,1.8,52.6,0.6,40.8,6,0.1,1.5,2,49.1,16.2,50.4,3.8,0,,76.4,515,,195,Montachusett Regional Vocational Technical
91,4.4,92.3,0,0,0,3.3,07150000,2019,"$73,640 ",104.9,"$7,724,794 ",511.9,505,506.4,56,38.6,"$20,342,432.26 ","$17,137.69 ","$21,673,316.92 ","$17,323.41 ","1,187.00","1,251.10",16.1,10.5,19.3,27.7,17.8,4.4,4.2,0,0,93.4,6.6,0,1.1,1.2,50.8,3.6,49.2,4.3,0,,89.8,598,,95,Mount Greylock
88,0,100,0,0,0,0,04700000,2019,,,,507.6,504.4,499.3,49.7,48,"$20,563,649.00 ","$13,080.12 ","$20,563,649.00 ","$13,080.12 ","1,572.10","1,572.10",31.6,20.3,5.1,8.2,2.1,31.7,1,0,0,100,0,0.3,21.1,17.8,50.6,9.3,49.4,4.3,0,,47.3,582,,128,Mystic Valley Regional Charter (District)
136,5.1,89.7,0,3.7,0,1.5,01970000,2019,"$90,540 ",148.2,"$13,417,983 ",495.8,493.4,495.9,49.9,52.7,"$37,454,275.00 ","$22,710.57 ","$38,357,521.00 ","$23,044.47 ","1,649.20","1,664.50",22.3,20.3,18.6,24.1,5.3,8.1,1.4,0,6.7,82,11.4,0.1,1.9,10.4,48.3,31.7,51.6,4,0,,52,526,,176,Nantucket
81,1.2,96.3,0,0,0,2.5,07200000,2019,"$66,773 ",100.4,"$6,703,975 ",494.9,495,496.3,47.7,55.6,"$19,038,589.91 ","$13,391.43 ","$21,563,480.91 ","$13,447.76 ","1,421.70","1,603.50",9.1,32.8,21.9,17.9,10.1,7,1.2,0,0,84.4,15.6,0.1,0.3,1.3,46.5,6,53.4,3.2,0.1,,89.1,558,,60,Narragansett
248,2.4,94.4,0,0,0,3.2,07250000,2019,"$81,378 ",266.6,"$21,695,268 ",513.3,510.9,510.9,56.4,53.1,"$55,191,794.88 ","$17,090.42 ","$58,444,305.68 ","$17,362.62 ","3,229.40","3,366.10",13.6,24.1,22.4,19.2,16.2,3.1,1.3,0,1.5,85.1,13.4,0.1,3.2,1.3,49.8,4.8,50.2,3,0.1,,87.6,599,,255,Nashoba
171,1.8,96.5,0,0,0,1.8,08520000,2019,"$81,134 ",66.5,"$5,395,409 ",,,,,,"$14,937,986.72 ","$21,428.76 ","$14,937,986.72 ","$21,428.76 ",697.1,697.1,16,25.2,16.5,19.3,16.7,2.8,3.7,51.7,0.3,38.9,9.1,0.4,1.8,1.6,38.3,4.8,61.4,2.5,0,,88.9,521,,118,Nashoba Valley Regional Vocational Technical
381,1,96.3,0,0.8,0,1.8,01980000,2019,"$79,634 ",419.1,"$33,374,567 ",509.5,508.9,506.1,54.1,55.4,"$83,516,897.00 ","$15,192.62 ","$91,526,031.00 ","$16,195.00 ","5,497.20","5,651.50",24.3,30.6,15.7,14.9,6.3,7.9,0.3,0,1.2,95.9,2.8,0.1,10.3,2.7,48.8,6,51.2,5.2,0.1,,75.6,585,,501,Natick
250,1.2,94,0.4,0,0,4.4,06600000,2019,"$86,841 ",137.9,"$11,975,316 ",506.4,503,506.4,51.9,51.7,"$30,239,017.00 ","$20,238.95 ","$33,744,606.00 ","$20,917.81 ","1,494.10","1,613.20",9.6,20.1,19.3,25.1,17.2,1.5,7.2,0,0.6,91,8.4,0.2,2.5,5,53.4,4.5,46.4,3.4,0.1,,84.3,566,,257,Nauset
449,0.7,97.3,0,0,0,2,01990000,2019,"$95,162 ",407.4,"$38,768,865 ",515.4,512.2,510.3,59.2,56.9,"$102,579,161.00 ","$17,882.77 ","$109,800,578.00 ","$18,826.61 ","5,736.20","5,832.20",20,28.5,22,17.3,9.3,2.4,0.4,0,1.6,85.1,13.3,0.1,8.8,2.9,50.1,5.8,49.9,5.1,0,,77.3,617,,434,Needham
520,13.1,71.9,0.6,7.7,0,6.7,02010000,2019,"$74,180 ",936.6,"$69,476,752 ",491.2,489.5,486.1,43.7,42.5,"$186,577,141.52 ","$14,383.18 ","$212,607,408.52 ","$14,671.28 ","12,971.90","14,491.40",19.8,18.8,18.8,19.8,10.6,11,1.1,0,5.9,74.9,19.2,0.4,0.9,13.2,47.7,40.3,52.3,5.3,0.1,,39.8,478,,261,New Bedford
191,3.7,93.2,0,1,0,2.1,02040000,2019,"$83,721 ",191.5,"$16,032,546 ",504.3,502,502.9,48.1,47.2,"$38,291,416.40 ","$17,142.60 ","$44,121,148.03 ","$17,915.03 ","2,233.70","2,462.80",11.8,18.3,26.6,24.3,16.4,1.2,1.4,0,1.6,79.2,19.2,0,1.9,1,50.8,3.5,49.2,2,0,,91.5,585,,231,Newburyport
"1,002",0.8,95.6,0.2,0,0,3.4,02070000,2019,"$85,701 ","1,085.90","$93,063,073 ",512.5,512.5,508.4,58,57.9,"$247,574,343.00 ","$19,297.42 ","$262,570,016.00 ","$20,219.94 ","12,829.40","12,985.70",19.9,24,26,15.6,8.8,4.3,1.4,0.6,3.2,76.9,19.3,0.1,19,4.7,49.1,7.6,50.9,6.5,0,,62.1,637,,"1,007",Newton
139,0.7,98.6,0,0,0,0.7,09150000,2019,"$76,927 ",55.8,"$4,292,544 ",,,,,,"$13,402,717.79 ","$24,227.62 ","$13,402,717.79 ","$24,227.62 ",553.2,553.2,27.5,20,6.3,27.1,15.4,3.8,0,41.2,0,58.5,0.4,0.4,1.3,1.3,72.5,2.7,27.5,3.8,0.2,,90.5,512,,133,Norfolk County Agricultural
95,10.5,82.1,1.1,4.2,0,2.1,02090000,2019,"$67,864 ",124.8,"$8,469,479 ",493.8,489.4,487.2,45.2,45.1,"$25,117,238.00 ","$18,395.52 ","$28,675,473.00 ","$18,065.57 ","1,365.40","1,587.30",9.4,18.9,25.1,21.5,17.9,4.6,2.7,0,0,92.8,7.2,0.2,0.4,2.6,50.5,6.4,49.5,7.6,0.1,,82.6,500,,53,North Adams
406,0.2,96.6,0.2,1,0,2,02110000,2019,"$79,388 ",312.3,"$24,792,940 ",506,506.9,501.7,51.2,54.1,"$62,906,308.63 ","$13,171.89 ","$69,168,660.54 ","$14,191.06 ","4,775.80","4,874.10",14.1,27.7,24,14.1,12.1,4.8,3.1,0,0,94.1,5.9,0.2,8,3.2,49.3,11,50.7,3,0.1,,74.3,568,,431,North Andover
289,3.5,93.1,0,0.3,0,3.1,02120000,2019,"$79,414 ",286.8,"$22,775,941 ",504.9,501.7,506.5,47.4,45.1,"$55,988,473.12 ","$13,405.92 ","$60,745,994.86 ","$13,849.66 ","4,176.40","4,386.10",20.2,22.8,21.5,17.9,14.5,3.1,0,0,1.4,86.8,11.8,0.2,6.8,3.9,49,4.7,50.9,3.9,0.1,,80.4,562,,347,North Attleborough
41,9.8,85.4,0,0,0,4.9,02150000,2019,"$63,670 ",46.1,"$2,935,201 ",490.8,488.7,487.7,47,46.4,"$8,372,193.26 ","$14,323.68 ","$9,317,370.96 ","$13,410.15 ",584.5,694.8,18.1,22.4,30.9,14,11.5,3.1,0,0.7,0,98.2,1.1,0,0.2,0.7,47.9,5.1,52.1,3.7,0,,90.4,550,,26,North Brookfield
198,2,91.4,0.5,0,0,6.1,07350000,2019,"$73,037 ",245.5,"$17,930,502 ",504.9,501.8,502.2,53.1,50.1,"$46,455,803.60 ","$15,192.06 ","$54,094,833.98 ","$16,477.26 ","3,057.90","3,283.00",17.7,16.3,25.1,21.8,12.1,5.1,1.8,0,1.1,78.2,20.7,0.1,1.5,1.6,49.3,4.3,50.7,3.3,0.1,,89,548,,206,North Middlesex
192,1,96.4,1,0,0,1.6,02170000,2019,"$81,759 ",200.1,"$16,359,884 ",513.9,511,513.7,58.8,57.9,"$38,990,988.87 ","$16,211.12 ","$42,232,125.14 ","$17,218.63 ","2,405.20","2,452.70",16.7,26.5,24.9,15.5,13.4,1.3,1.7,2.8,0.5,86.4,10.3,0.1,4.1,0.6,49.4,3.4,50.6,2.8,0.1,,88.9,567,,231,North Reading
223,1.8,93.3,0.9,0,0,4,02100000,2019,"$63,789 ",231.5,"$14,767,188 ",501.1,496.5,499.9,48.5,45.3,"$40,111,139.00 ","$15,148.28 ","$46,093,680.00 ","$15,660.01 ","2,647.90","2,943.40",16.2,20.4,21.3,21.6,17.6,1.8,1.2,0,2.4,70.4,27.2,0.2,3.9,2.8,48.4,16.7,51.6,6.6,0,,69.8,591,,231,Northampton
133,7.5,91.7,0,0,0,0.8,04060000,2019,"$66,311 ",57,"$3,779,717 ",,,,,,"$11,017,534.03 ","$22,867.44 ","$11,017,534.03 ","$22,867.44 ",481.8,481.8,8.8,36.8,24.6,14,8.8,5.3,1.8,54.4,0,37.9,7.7,0,0.4,1.2,45.3,14.5,54.7,2,0,,81.8,471,,29,Northampton-Smith Vocational Agricultural
368,0.5,97.8,0,0.3,0,1.4,07300000,2019,"$87,879 ",117.7,"$10,343,303 ",,,,,,"$24,594,695.92 ","$17,272.77 ","$25,854,963.92 ","$17,706.45 ","1,423.90","1,460.20",11.8,27.7,19.7,25.7,6.8,5,3.2,4.9,0.8,93.2,1.2,0.4,11.1,1.2,51.4,5.1,48.6,3.3,0.2,,78.6,599,,437,Northboro-Southboro
145,8.3,87.6,2.1,0,0,2.1,02140000,2019,"$71,529 ",164.8,"$11,787,968 ",499.3,496.5,499,44.7,48.9,"$29,749,779.71 ","$14,535.49 ","$34,212,718.03 ","$15,053.78 ","2,046.70","2,272.70",12.4,28,29.9,16.1,8.6,4.2,0.8,0,2.4,80.7,16.9,0,0.7,1,48.5,8.3,51.4,4.7,0.1,,85.2,530,,105,Northbridge
288,0.7,98.6,0,0,0,0.7,08530000,2019,"$91,917 ",117.5,"$10,800,297 ",,,,,,"$29,059,023.88 ","$23,590.70 ","$29,090,223.88 ","$23,616.03 ","1,231.80","1,231.80",8.1,20.1,26.9,16.6,15.7,5,7.6,51.2,0.6,39.8,8.4,0.1,1.2,2.9,45.9,33.2,54.1,2.1,0.2,,60.4,469,,164,Northeast Metropolitan Regional Vocational Technical
111,1.8,97.3,0,0,0,0.9,08510000,2019,"$82,995 ",48.1,"$3,992,055 ",,,,,,"$10,429,005.25 ","$22,355.85 ","$10,485,792.25 ","$22,239.22 ",466.5,471.5,20.2,36.2,21.5,14.1,8,0,0,52.8,0,47.2,0,0,0.2,0.6,38.1,1.8,61.9,2.6,0,,94.8,496,,50,Northern Berkshire Regional Vocational Technical
192,2.6,95.3,0,0,0,2.1,02180000,2019,"$78,569 ",179.8,"$14,126,617 ",501.5,498,498.3,45.9,44.3,"$35,569,578.00 ","$14,487.45 ","$40,838,101.00 ","$15,643.79 ","2,455.20","2,610.50",15.9,28.9,22.6,19.6,8.5,4.5,0,0,0.6,88.4,11.1,0.2,1.8,2,49.8,3.9,50.2,4,0.1,,88,549,,200,Norton
178,0.6,97.2,0,0,0,2.2,02190000,2019,"$85,328 ",164.6,"$14,041,112 ",512.4,509.7,509.5,56.3,59,"$34,390,049.63 ","$15,764.41 ","$37,780,047.64 ","$16,959.22 ","2,181.50","2,227.70",14.3,23,33.5,19.7,8,0.7,0.7,0,0.6,86.9,12.5,0.1,2.2,0.5,48.2,1.6,51.8,2.6,0.2,,92.9,577,,239,Norwell
246,2.4,93.1,0.4,0.4,0,3.7,02200000,2019,"$85,067 ",271.3,"$23,079,015 ",501,500.5,497.2,46.6,46.9,"$55,342,454.23 ","$16,031.07 ","$62,255,745.59 ","$17,292.78 ","3,452.20","3,600.10",13,27.8,24.8,19.6,10.4,1.8,2.7,0,3,81.8,15.1,0,8,11.1,48.8,12.7,51.2,2.7,0.5,,65,559,,273,Norwood
132,2.3,97,0.8,0,0,0,08550000,2019,"$75,673 ",56.3,"$4,260,386 ",,,,,,"$11,927,431.00 ","$22,100.11 ","$11,942,431.00 ","$22,005.59 ",539.7,542.7,6.4,19.3,22.7,33.4,15.9,2.3,0,62.2,0,30.7,7.1,0.2,0.7,2,37.3,2.5,62.7,2.4,0,,92.2,519,,68,Old Colony Regional Vocational Technical
188,2.1,96.8,0.5,0,0,0.5,07400000,2019,"$85,316 ",90,"$7,678,395 ",512.6,506.9,507.5,59,45.8,"$20,251,887.90 ","$16,753.71 ","$20,341,316.90 ","$16,662.28 ","1,208.80","1,220.80",8.8,26.4,29,20.5,9.1,4.9,1.3,0,0,87,13,0.1,1.7,1.9,48.8,2.1,51.2,3.5,0,,90.6,566,,229,Old Rochester
108,9.3,79.6,0.9,1.9,0,8.3,02260000,2019,"$69,980 ",123,"$8,607,546 ",497.2,492.9,495.4,45.2,42.8,"$22,680,294.82 ","$13,936.52 ","$25,796,931.06 ","$14,514.67 ","1,627.40","1,777.30",14.9,18.9,23.7,19.5,20.1,1,2,0,0.8,91.6,7.6,0.1,1.7,2.2,47.9,11.8,52,4.6,0.2,,79.4,501,,70,Oxford
105,2.9,91.4,0,3.8,0,1.9,02270000,2019,"$71,578 ",115.7,"$8,281,609 ",494.2,488.1,487.7,38.3,37.5,"$20,848,225.43 ","$15,822.88 ","$23,673,509.89 ","$16,219.18 ","1,317.60","1,459.60",17.6,18.9,18.7,23.3,13.5,6.2,1.8,0.3,1.7,80.4,17.5,0,2.3,3.1,49.9,10.9,50.1,4.8,0,,79,539,,75,Palmer
129,3.9,92.2,0,1.6,0,2.3,08600000,2019,"$75,163 ",74.2,"$5,577,105 ",,,,,,"$14,847,455.90 ","$23,228.19 ","$14,993,542.90 ","$22,953.98 ",639.2,653.2,11,16.1,20.3,27.7,18,3.9,3,56.6,0,37.2,6.2,0.5,0.3,1.1,36.4,5.7,63.1,3.1,0,,89.4,491,,26,Pathfinder Regional Vocational Technical
72,0,77.8,0,2.8,0,19.4,35010000,2019,,,,,,,,,"$4,733,275.00 ","$16,627.82 ","$4,733,275.00 ","$16,627.82 ",284.7,284.7,17.9,22.3,17.9,14.3,8.9,13.4,5.4,0,4.1,87.7,8.2,0,0.4,3.6,57.5,91.6,42.5,0,0,,4.4,431,,36,Paulo Freire Social Justice Charter School (District)
375,6.9,86.4,0,1.1,0,5.6,02290000,2019,"$81,075 ",452.9,"$36,718,753 ",497,495.3,498,42.7,47.5,"$85,434,763.41 ","$14,319.08 ","$94,524,413.54 ","$15,299.17 ","5,966.50","6,178.40",15.8,24,20.2,21.7,12.9,3,2.4,2.7,3.1,84.5,9.7,0,1.8,3.5,49.2,14.6,50.7,1.8,0,,78.2,534,,328,Peabody
233,1.3,96.6,0.9,0,0,1.3,02310000,2019,"$82,446 ",201.6,"$16,621,061 ",504.5,505.3,502.5,48.8,52.2,"$39,849,746.61 ","$14,217.33 ","$44,807,761.04 ","$15,137.76 ","2,802.90","2,960.00",12.6,27.9,27.2,19.9,8,2.7,1.7,0,1,97.9,1.1,0.1,1.1,0.6,48.2,0.4,51.8,1.6,0.1,,96.2,557,,240,Pembroke
159,4.4,93.1,1.3,0,0,1.3,07450000,2019,"$76,001 ",199.9,"$15,192,569 ",500.3,498.8,501.4,49.3,57.4,"$37,026,427.83 ","$15,398.17 ","$41,233,427.83 ","$16,407.40 ","2,404.60","2,513.10",9.4,20,25.1,26.8,15.7,1.1,2,0.5,0.5,77.6,21.4,0,1.3,0.5,46.7,4.6,53.3,2.1,0,,91.5,574,,177,Pentucket
26,23.1,7.7,0,0,0,69.2,35180000,2019,,,,,,,,,"$1,995,361.00 ","$15,557.16 ","$1,995,361.00 ","$15,557.16 ",128.3,128.3,49.2,0,0,0,0,50.8,0,0,0,96.2,3.8,0.8,0,0,34.5,93.3,65.5,0,0,,5.9,,,4,Phoenix Academy Public Charter High School Lawrence (District)
74,62.2,12.2,2.7,0,0,23,35080000,2019,,,,,,,,,"$2,956,925.00 ","$15,709.94 ","$2,956,925.00 ","$15,709.94 ",188.2,188.2,26,8.9,8.1,0,0,56.9,0,0,0,100,0,0,0.5,17.7,50.5,70.2,49.5,3,0,,8.6,,,7,Phoenix Academy Public Charter High School Springfield (District)
74,63.5,5.4,5.4,0,0,25.7,04930000,2019,,,,,,,,,"$4,696,093.00 ","$24,036.92 ","$4,696,093.00 ","$24,036.92 ",195.4,195.4,28.4,14.9,7.1,0,0,49.6,0,0,0,100,0,1,0,13.9,48.3,79.1,51.7,0,0,,6,,,3,Phoenix Charter Academy (District)
37,0,97.3,0,2.7,0,0,04940000,2019,,,,504.5,507.2,498.1,50.8,57.2,"$11,065,851.30 ","$14,114.43 ","$11,065,851.30 ","$14,114.43 ",784,784,52.2,4.4,4.4,0,1.5,37.5,0,0,2.9,89.2,7.9,2,7.7,26.2,51.3,29.3,48.7,1.1,0,,33.6,624,,70,Pioneer Charter School of Science (District)
44,0,100,0,0,0,0,35060000,2019,,,,506.7,516.3,507.3,54.5,76.7,"$5,349,277.25 ","$14,850.44 ","$5,349,277.25 ","$14,850.44 ",360.2,360.2,47.7,21.2,0,2.8,0,26.9,1.4,0,1.4,86.4,12.2,0,13.5,32.6,50.8,24,49.2,1.7,0,,28.2,654,,68,Pioneer Charter School of Science II (PCSS-II) (District)
59,1.7,96.6,0,0,0,1.7,07500000,2019,"$67,085 ",61,"$4,092,167 ",500.5,497.5,500.7,46.3,50.7,"$14,113,693.94 ","$19,124.25 ","$15,722,055.62 ","$18,777.09 ",738,837.3,8,26.2,21.6,22.8,13.2,3.8,4.4,0,0,96.7,3.3,0.1,0.4,0.4,50.2,1.9,49.8,3.6,0,,93.5,520,,51,Pioneer Valley
17,5.9,94.1,0,0,0,0,04970000,2019,,,,512,504.8,512.9,58.1,50.2,"$8,726,722.90 ","$16,854.44 ","$8,726,722.90 ","$16,854.44 ",517.8,517.8,37.7,18.9,22.5,12,0,8.6,0.2,0,2,92.7,5.3,0,17.8,8.3,52.6,7.2,47.3,14.7,0,,52,634,,10,Pioneer Valley Chinese Immersion Charter (District)
66,4.5,86.4,4.5,0,0,4.5,04790000,2019,,,,509,495.2,498.6,51.5,37.1,"$7,049,225.01 ","$17,969.88 ","$7,049,225.01 ","$17,969.88 ",392.3,392.3,14.6,28.6,18.2,9.6,14.6,11.8,2.5,0,0,92.2,7.8,0.3,1.8,8.3,69.3,15.8,30.8,7.8,0,,66.3,517,,68,Pioneer Valley Performing Arts Charter Public (District)
392,7.4,84.4,0.5,0.8,0,6.9,02360000,2019,"$65,703 ",489.9,"$32,188,013 ",491.7,489.4,491.4,42.3,38.3,"$90,795,896.19 ","$16,750.77 ","$100,826,852.19 ","$16,258.20 ","5,420.40","6,201.60",13.4,17.3,21.9,24.5,14.9,5.8,2.2,3.7,2.2,80.2,13.9,0.3,1.3,11.1,48.8,14.5,51.2,8.9,0.1,,63.8,522,,254,Pittsfield
602,3.3,93.4,1,1.2,0,1.2,02390000,2019,"$73,037 ",640.9,"$46,809,420 ",502.4,497.7,499.1,51.8,49.3,"$132,273,004.34 ","$17,849.89 ","$149,380,157.34 ","$18,403.60 ","7,410.30","8,116.90",18.9,23.4,23,18.8,8.7,6.3,1,2.9,0,85.5,11.5,0.2,1.2,1.9,47.8,5.2,52.1,4.4,0,,87,502,,"1,023",Plymouth
69,1.4,95.7,0,0,0,2.9,04870000,2019,,,,498,494.5,488.9,50.9,51.4,"$23,189,922.50 ","$20,738.25 ","$23,189,922.50 ","$20,738.25 ","1,118.20","1,118.20",44.8,26.3,10.4,4,2.6,11.9,0,0,5.7,86.8,7.4,0.3,8.3,53.8,49.2,21,50.8,3.6,0.1,,13,522,,118,Prospect Hill Academy Charter (District)
161,10.6,82.6,0.6,0,0,6.2,07530000,2019,"$74,098 ",140.6,"$10,418,247 ",499.4,498.2,497.1,49.7,51.3,"$34,459,028.92 ","$16,263.46 ","$38,876,248.36 ","$16,844.13 ","2,118.80","2,308.00",9,20.5,20.6,31.7,12.3,4.9,1,0,0,97.7,2.3,0.1,0.8,0.8,50.6,4.8,49.4,1.9,0.1,,91.5,537,,164,Quabbin
103,2.9,93.2,1,1,0,1.9,07780000,2019,"$69,260 ",101.1,"$7,002,183 ",499,498.1,502.8,47.1,44.6,"$18,845,505.77 ","$14,385.88 ","$20,347,092.25 ","$14,469.56 ","1,310.00","1,406.20",10.5,15.7,27.8,26.3,15.4,2.2,2.2,0,0,100,0,0,0.2,0.8,49.1,6.8,50.7,3.8,0,,88.5,541,,46,Quaboag Regional
748,3.5,91.8,0,1.6,0,3.1,02430000,2019,"$80,916 ",708.8,"$57,352,987 ",507.1,503,500.8,54.3,52.1,"$146,338,175.41 ","$15,402.72 ","$163,135,812.02 ","$16,745.79 ","9,500.80","9,741.90",16.5,28.6,21.7,16.6,9.2,4.8,2.7,3.1,5.6,77.3,14,0.2,39.5,6.9,48,6.1,52,3.1,0.4,,43.8,559,,756,Quincy
160,6.3,89.4,1.3,0,0,3.1,07550000,2019,"$66,823 ",61.4,"$4,103,622 ",496.7,494.9,498.4,50.7,52.2,"$12,556,668.00 ","$16,446.19 ","$14,842,330.94 ","$17,144.89 ",763.5,865.7,28.8,23.7,14.5,22.3,9.1,1.3,0.2,0,0,100,0,0,1.9,2.3,49.8,9.3,50.2,3.8,0,,82.6,547,,70,Ralph C Mahar
175,7.4,75.4,0.6,1.7,0,14.9,02440000,2019,"$69,527 ",249.8,"$17,367,824 ",493.6,492.5,490.8,43.2,45.6,"$50,513,355.42 ","$18,050.80 ","$62,642,664.80 ","$18,474.85 ","2,798.40","3,390.70",23.6,31.5,13.9,14.2,9.6,5.2,2,0,2.4,71.4,26.2,0.4,17.5,49.9,45.4,15,54.6,5.3,0.3,,11.7,522,,116,Randolph
336,0,96.7,0,0.6,0,2.7,02460000,2019,"$77,458 ",317.9,"$24,624,090 ",509.7,506.8,508.1,53.2,54.2,"$58,138,672.08 ","$13,901.12 ","$63,798,486.69 ","$14,947.40 ","4,182.30","4,268.20",14.3,32.3,19.6,21.2,10.1,1.7,0.9,0,0,80.8,19.2,0.1,5.3,2.5,48.2,2.8,51.8,2.3,0,,86.8,582,,415,Reading
